topicTitle,topicId,value,geo,keyword,time,sys_time
Aedes,/m/01yz26,17,BR-DF,Dengue,2020-11,2025-07-22 18:37
Organism,/m/05nnm,13,BR-DF,Dengue,2020-11,2025-07-22 18:37
Bleeding,/m/012n6x,12,BR-DF,Dengue,2020-11,2025-07-22 18:37
Hepatitis,/m/09jg8,12,BR-DF,Dengue,2020-11,2025-07-22 18:37
Therapy,/m/03c1dkx,12,BR-DF,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,10,BR-DF,Dengue,2020-11,2025-07-22 18:37
Dengue virus,/m/0g58pft,10,BR-DF,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,9,BR-DF,Dengue,2020-11,2025-07-22 18:37
Cell,/m/01cbd,9,BR-DF,Dengue,2020-11,2025-07-22 18:37
Population,/g/121kwdbx,8,BR-DF,Dengue,2020-11,2025-07-22 18:37
Chemical substance,/m/01q5f,8,BR-DF,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,7,BR-DF,Dengue,2020-11,2025-07-22 18:37
Transmission,/m/036991,7,BR-DF,Dengue,2020-11,2025-07-22 18:37
Larva,/m/0d9_3,7,BR-DF,Dengue,2020-11,2025-07-22 18:37
HIV/AIDS,/m/0d19y2,7,BR-DF,Dengue,2020-11,2025-07-22 18:37
Molecule,/m/04y6b,6,BR-DF,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-ES,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,46,BR-ES,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,43,BR-ES,Dengue,2020-11,2025-07-22 18:37
COVID-19,/g/11j2cc_qll,38,BR-ES,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,36,BR-ES,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,25,BR-ES,Dengue,2020-11,2025-07-22 18:37
Individual,/m/03s26,23,BR-ES,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,22,BR-ES,Dengue,2020-11,2025-07-22 18:37
Coronavirus,/m/01cpyy,19,BR-ES,Dengue,2020-11,2025-07-22 18:37
Infection,/m/098s1,18,BR-ES,Dengue,2020-11,2025-07-22 18:37
Body,/m/0180q,14,BR-ES,Dengue,2020-11,2025-07-22 18:37
Pain,/m/062t2,12,BR-ES,Dengue,2020-11,2025-07-22 18:37
Fever,/m/0cjf0,12,BR-ES,Dengue,2020-11,2025-07-22 18:37
Research,/m/06cs1,12,BR-ES,Dengue,2020-11,2025-07-22 18:37
Blood,/m/019jw,11,BR-ES,Dengue,2020-11,2025-07-22 18:37
Skin,/m/06z04,11,BR-ES,Dengue,2020-11,2025-07-22 18:37
Headache,/m/0j5fv,11,BR-ES,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,9,BR-ES,Dengue,2020-11,2025-07-22 18:37
Bacteria,/m/017q2,9,BR-ES,Dengue,2020-11,2025-07-22 18:37
Therapy,/m/03c1dkx,9,BR-ES,Dengue,2020-11,2025-07-22 18:37
Laboratory,/m/017clw,8,BR-ES,Dengue,2020-11,2025-07-22 18:37
Protozoa,/m/05sk5,8,BR-ES,Dengue,2020-11,2025-07-22 18:37
Disease vector,/m/03cln52,8,BR-ES,Dengue,2020-11,2025-07-22 18:37
Transmission,/m/036991,7,BR-ES,Dengue,2020-11,2025-07-22 18:37
Yellow fever,/m/087z2,7,BR-ES,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-GO,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,64,BR-GO,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,56,BR-GO,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,39,BR-GO,Dengue,2020-11,2025-07-22 18:37
COVID-19,/g/11j2cc_qll,34,BR-GO,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,22,BR-GO,Dengue,2020-11,2025-07-22 18:37
Coronavirus,/m/01cpyy,18,BR-GO,Dengue,2020-11,2025-07-22 18:37
Vaccine,/m/07__7,16,BR-GO,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,15,BR-GO,Dengue,2020-11,2025-07-22 18:37
Headache,/m/0j5fv,14,BR-GO,Dengue,2020-11,2025-07-22 18:37
Bleeding,/m/012n6x,12,BR-GO,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,12,BR-GO,Dengue,2020-11,2025-07-22 18:37
Platelet,/m/01bw6w,11,BR-GO,Dengue,2020-11,2025-07-22 18:37
Influenza,/m/0cycc,11,BR-GO,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,10,BR-GO,Dengue,2020-11,2025-07-22 18:37
Patient,/m/028hfb,10,BR-GO,Dengue,2020-11,2025-07-22 18:37
Body,/m/0180q,9,BR-GO,Dengue,2020-11,2025-07-22 18:37
Aedes,/m/01yz26,9,BR-GO,Dengue,2020-11,2025-07-22 18:37
Yellow fever,/m/087z2,8,BR-GO,Dengue,2020-11,2025-07-22 18:37
Neuron,/m/059bs,8,BR-GO,Dengue,2020-11,2025-07-22 18:37
Disease vector,/m/03cln52,8,BR-GO,Dengue,2020-11,2025-07-22 18:37
Schistosomiasis,/m/01b4_7,8,BR-GO,Dengue,2020-11,2025-07-22 18:37
Hepatitis B,/m/0167bx,7,BR-GO,Dengue,2020-11,2025-07-22 18:37
Transmission,/m/036991,7,BR-GO,Dengue,2020-11,2025-07-22 18:37
Cholera,/m/024c2,7,BR-GO,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,100,BR-MA,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,83,BR-MA,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,74,BR-MA,Dengue,2020-11,2025-07-22 18:37
Aedes,/m/01yz26,56,BR-MA,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,39,BR-MA,Dengue,2020-11,2025-07-22 18:37
Water,/m/0838f,38,BR-MA,Dengue,2020-11,2025-07-22 18:37
Life,/m/04nr2,38,BR-MA,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,34,BR-MA,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,32,BR-MA,Dengue,2020-11,2025-07-22 18:37
Yellow fever,/m/087z2,26,BR-MA,Dengue,2020-11,2025-07-22 18:37
Food,/m/02wbm,26,BR-MA,Dengue,2020-11,2025-07-22 18:37
Human,/m/0dgw9r,23,BR-MA,Dengue,2020-11,2025-07-22 18:37
Oxygen,/m/025s6bf,20,BR-MA,Dengue,2020-11,2025-07-22 18:37
Epidemic,/m/0hn9s,16,BR-MA,Dengue,2020-11,2025-07-22 18:37
Disease vector,/m/03cln52,15,BR-MA,Dengue,2020-11,2025-07-22 18:37
Influenza,/m/0cycc,15,BR-MA,Dengue,2020-11,2025-07-22 18:37
Team,/m/011l78,13,BR-MA,Dengue,2020-11,2025-07-22 18:37
Goal,/m/03g_1kv,11,BR-MA,Dengue,2020-11,2025-07-22 18:37
Bacteria,/m/017q2,9,BR-MA,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-MG,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,51,BR-MG,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,49,BR-MG,Dengue,2020-11,2025-07-22 18:37
COVID-19,/g/11j2cc_qll,38,BR-MG,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,37,BR-MG,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,28,BR-MG,Dengue,2020-11,2025-07-22 18:37
Coronavirus,/m/01cpyy,18,BR-MG,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,16,BR-MG,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,16,BR-MG,Dengue,2020-11,2025-07-22 18:37
Health,/m/0kt51,14,BR-MG,Dengue,2020-11,2025-07-22 18:37
Vaccine,/m/07__7,14,BR-MG,Dengue,2020-11,2025-07-22 18:37
Pain,/m/062t2,12,BR-MG,Dengue,2020-11,2025-07-22 18:37
Aedes,/m/01yz26,12,BR-MG,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,10,BR-MG,Dengue,2020-11,2025-07-22 18:37
Bacteria,/m/017q2,10,BR-MG,Dengue,2020-11,2025-07-22 18:37
Wet season,/m/04k71t,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Schistosomiasis,/m/01b4_7,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Dengue virus,/m/0g58pft,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Transmission,/m/036991,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Exame Nacional do Ensino Médio (ENEM),/m/047v0j1,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Animal,/m/0jbk,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Dengue vaccine,/m/0115n7rn,9,BR-MG,Dengue,2020-11,2025-07-22 18:37
Organism,/m/05nnm,8,BR-MG,Dengue,2020-11,2025-07-22 18:37
Malaria,/m/0542n,8,BR-MG,Dengue,2020-11,2025-07-22 18:37
Protozoa,/m/05sk5,8,BR-MG,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-MS,Dengue,2020-11,2025-07-22 18:37
COVID-19,/g/11j2cc_qll,39,BR-MS,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,35,BR-MS,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,29,BR-MS,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,21,BR-MS,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,19,BR-MS,Dengue,2020-11,2025-07-22 18:37
Pain,/m/062t2,18,BR-MS,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,18,BR-MS,Dengue,2020-11,2025-07-22 18:37
Coronavirus,/m/01cpyy,16,BR-MS,Dengue,2020-11,2025-07-22 18:37
Head,/m/04hgtk,10,BR-MS,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,9,BR-MS,Dengue,2020-11,2025-07-22 18:37
Headache,/m/0j5fv,8,BR-MS,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,7,BR-MS,Dengue,2020-11,2025-07-22 18:37
Fever,/m/0cjf0,7,BR-MS,Dengue,2020-11,2025-07-22 18:37
Information,/m/03y39,7,BR-MS,Dengue,2020-11,2025-07-22 18:37
International Classification of Diseases,/m/03zlr,6,BR-MS,Dengue,2020-11,2025-07-22 18:37
Home remedy,/m/044zht,6,BR-MS,Dengue,2020-11,2025-07-22 18:37
Bleeding,/m/012n6x,6,BR-MS,Dengue,2020-11,2025-07-22 18:37
Leishmaniasis,/m/01c5s1,5,BR-MS,Dengue,2020-11,2025-07-22 18:37
Vaccine,/m/07__7,5,BR-MS,Dengue,2020-11,2025-07-22 18:37
Larva,/m/0d9_3,5,BR-MS,Dengue,2020-11,2025-07-22 18:37
Dengue vaccine,/m/0115n7rn,5,BR-MS,Dengue,2020-11,2025-07-22 18:37
Transmission,/m/036991,5,BR-MS,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-MT,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,66,BR-MT,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,59,BR-MT,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,32,BR-MT,Dengue,2020-11,2025-07-22 18:37
COVID-19,/g/11j2cc_qll,28,BR-MT,Dengue,2020-11,2025-07-22 18:37
Health,/m/0kt51,28,BR-MT,Dengue,2020-11,2025-07-22 18:37
Immunoglobulin G,/m/02gsf4,28,BR-MT,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,27,BR-MT,Dengue,2020-11,2025-07-22 18:37
Coronavirus,/m/01cpyy,20,BR-MT,Dengue,2020-11,2025-07-22 18:37
Nonverbal communication,/m/02qrlk,18,BR-MT,Dengue,2020-11,2025-07-22 18:37
Yellow fever,/m/087z2,17,BR-MT,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,16,BR-MT,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,15,BR-MT,Dengue,2020-11,2025-07-22 18:37
Drawing,/m/02csf,13,BR-MT,Dengue,2020-11,2025-07-22 18:37
Posture,/g/120p9y3g,12,BR-MT,Dengue,2020-11,2025-07-22 18:37
Language,/m/04g7d,12,BR-MT,Dengue,2020-11,2025-07-22 18:37
Inference,/m/01v0jd,12,BR-MT,Dengue,2020-11,2025-07-22 18:37
Body,/m/0180q,11,BR-MT,Dengue,2020-11,2025-07-22 18:37
Fever,/m/0cjf0,11,BR-MT,Dengue,2020-11,2025-07-22 18:37
Cause,/m/0j276x9,10,BR-MT,Dengue,2020-11,2025-07-22 18:37
Skin,/m/06z04,10,BR-MT,Dengue,2020-11,2025-07-22 18:37
Wrestling,/m/036vg6,10,BR-MT,Dengue,2020-11,2025-07-22 18:37
charge,/g/121q4gg2,9,BR-MT,Dengue,2020-11,2025-07-22 18:37
Measles,/m/0g2gb,8,BR-MT,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,8,BR-MT,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,100,BR-PA,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,87,BR-PA,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,67,BR-PA,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,63,BR-PA,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,54,BR-PA,Dengue,2020-11,2025-07-22 18:37
HIV/AIDS,/m/0d19y2,47,BR-PA,Dengue,2020-11,2025-07-22 18:37
Yellow fever,/m/087z2,37,BR-PA,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,37,BR-PA,Dengue,2020-11,2025-07-22 18:37
Health,/m/0kt51,36,BR-PA,Dengue,2020-11,2025-07-22 18:37
Organism,/m/05nnm,34,BR-PA,Dengue,2020-11,2025-07-22 18:37
Infection,/m/098s1,30,BR-PA,Dengue,2020-11,2025-07-22 18:37
Human,/m/0dgw9r,28,BR-PA,Dengue,2020-11,2025-07-22 18:37
Malaria,/m/0542n,28,BR-PA,Dengue,2020-11,2025-07-22 18:37
Combat,/m/0byj4,27,BR-PA,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,25,BR-PA,Dengue,2020-11,2025-07-22 18:37
Dengue virus,/m/0g58pft,24,BR-PA,Dengue,2020-11,2025-07-22 18:37
Cause,/m/0j276x9,23,BR-PA,Dengue,2020-11,2025-07-22 18:37
Reproduction,/m/06kcv,23,BR-PA,Dengue,2020-11,2025-07-22 18:37
Fever,/m/0cjf0,22,BR-PA,Dengue,2020-11,2025-07-22 18:37
Data,/m/026sq,22,BR-PA,Dengue,2020-11,2025-07-22 18:37
Oxygen,/m/025s6bf,22,BR-PA,Dengue,2020-11,2025-07-22 18:37
Therapy,/m/03c1dkx,22,BR-PA,Dengue,2020-11,2025-07-22 18:37
Cell,/m/01cbd,21,BR-PA,Dengue,2020-11,2025-07-22 18:37
Influenza,/m/0cycc,21,BR-PA,Dengue,2020-11,2025-07-22 18:37
Bleeding,/m/012n6x,19,BR-PA,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-PB,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,85,BR-PB,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,67,BR-PB,Dengue,2020-11,2025-07-22 18:37
Mosquito,/m/09f96,47,BR-PB,Dengue,2020-11,2025-07-22 18:37
Transmission,/m/036991,40,BR-PB,Dengue,2020-11,2025-07-22 18:37
COVID-19,/g/11j2cc_qll,38,BR-PB,Dengue,2020-11,2025-07-22 18:37
Zika fever,/m/02vkznh,38,BR-PB,Dengue,2020-11,2025-07-22 18:37
Chikungunya virus infection,/m/01__7l,36,BR-PB,Dengue,2020-11,2025-07-22 18:37
Yellow fever,/m/087z2,34,BR-PB,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,33,BR-PB,Dengue,2020-11,2025-07-22 18:37
Health,/m/0kt51,30,BR-PB,Dengue,2020-11,2025-07-22 18:37
Organism,/m/05nnm,25,BR-PB,Dengue,2020-11,2025-07-22 18:37
Water,/m/0838f,22,BR-PB,Dengue,2020-11,2025-07-22 18:37
Animal,/m/0jbk,20,BR-PB,Dengue,2020-11,2025-07-22 18:37
Leptospirosis,/m/02_j9l,20,BR-PB,Dengue,2020-11,2025-07-22 18:37
Bleeding,/m/012n6x,20,BR-PB,Dengue,2020-11,2025-07-22 18:37
Infection,/m/098s1,18,BR-PB,Dengue,2020-11,2025-07-22 18:37
Life,/m/04nr2,17,BR-PB,Dengue,2020-11,2025-07-22 18:37
Bacteria,/m/017q2,16,BR-PB,Dengue,2020-11,2025-07-22 18:37
System,/m/0bj6r,15,BR-PB,Dengue,2020-11,2025-07-22 18:37
Cholera,/m/024c2,15,BR-PB,Dengue,2020-11,2025-07-22 18:37
Fever,/m/0cjf0,14,BR-PB,Dengue,2020-11,2025-07-22 18:37
Public Health,/m/02cm61,14,BR-PB,Dengue,2020-11,2025-07-22 18:37
Politics,/m/05qt0,13,BR-PB,Dengue,2020-11,2025-07-22 18:37
Skin,/m/06z04,12,BR-PB,Dengue,2020-11,2025-07-22 18:37
Symptom,/m/01b_06,100,BR-PE,Dengue,2020-11,2025-07-22 18:37
Disease,/m/027x3,55,BR-PE,Dengue,2020-11,2025-07-22 18:37
Virus,/m/0g9pc,41,BR-PE,Dengue,2020-11,2025-07-22 18:37
Yellow fever mosquito,/m/06y6_w,40,BR-PE,Dengue,2020-11,2025-07-22 18:37
