topic_title,date,location,value,disease
covid brasil,2020-09,AL,42,COVID-19
covid vacina,2020-09,AL,35,COVID-19
covid em alagoas,2020-09,AL,26,COVID-19
covid maceio,2020-09,AL,26,COVID-19
sintomas de covid,2020-09,AL,18,COVID-19
covid no brasil,2020-09,AL,18,COVID-19
covid 19 alagoas,2020-09,AL,18,COVID-19
sintomas da covid,2020-09,AL,13,COVID-19
covid mundo,2020-09,AL,11,COVID-19
covid alagoas hoje,2020-09,AL,11,COVID-19
boletim covid alagoas,2020-09,AL,10,COVID-19
sintomas do covid 19,2020-09,AL,9,COVID-19
covid arapiraca,2020-09,AL,8,COVID-19
sintomas da covid 19,2020-09,AL,8,COVID-19
mortes covid brasil,2020-09,AL,7,COVID-19
covid-19 brasil,2020-09,AL,7,COVID-19
sintoma covid,2020-09,AL,7,COVID-19
boletim covid 19 alagoas,2020-09,AL,7,COVID-19
cid covid,2020-09,AL,6,COVID-19
covid 19 brasil,2020-09,AL,6,COVID-19
covid 19 em alagoas,2020-09,AL,6,COVID-19
alagoas covid,2020-10,AL,100,COVID-19
covid 19,2020-10,AL,98,COVID-19
sintomas covid,2020-10,AL,87,COVID-19
sintomas do covid,2020-10,AL,53,COVID-19
covid brasil,2020-10,AL,51,COVID-19
vacina covid,2020-10,AL,44,COVID-19
covid em alagoas,2020-10,AL,32,COVID-19
covid maceio,2020-10,AL,27,COVID-19
covid 19 alagoas,2020-10,AL,23,COVID-19
sintomas de covid,2020-10,AL,21,COVID-19
boletim covid alagoas,2020-10,AL,16,COVID-19
sintomas da covid,2020-10,AL,15,COVID-19
covid alagoas hoje,2020-10,AL,14,COVID-19
covid al,2020-10,AL,13,COVID-19
boletim covid 19 alagoas,2020-10,AL,13,COVID-19
covid europa,2020-10,AL,10,COVID-19
mortes covid brasil,2020-10,AL,10,COVID-19
covid em alagoas hoje,2020-10,AL,7,COVID-19
covid 19 em alagoas,2020-10,AL,7,COVID-19
teste rapido covid,2020-10,AL,7,COVID-19
casos de covid em alagoas,2020-10,AL,6,COVID-19
covid na europa,2020-10,AL,5,COVID-19
covid italia,2020-10,AL,5,COVID-19
trump covid,2020-10,AL,4,COVID-19
covid-19 em alagoas,2020-10,AL,3,COVID-19
sintomas covid,2020-11,AL,100,COVID-19
covid 19,2020-11,AL,91,COVID-19
covid alagoas,2020-11,AL,75,COVID-19
sintomas do covid,2020-11,AL,60,COVID-19
covid brasil,2020-11,AL,46,COVID-19
covid maceio,2020-11,AL,39,COVID-19
vacina covid,2020-11,AL,34,COVID-19
sintomas de covid,2020-11,AL,32,COVID-19
covid em alagoas,2020-11,AL,24,COVID-19
covid 19 alagoas,2020-11,AL,22,COVID-19
covid maceió,2020-11,AL,16,COVID-19
covid no brasil,2020-11,AL,16,COVID-19
sintomas da covid,2020-11,AL,13,COVID-19
teste rapido covid,2020-11,AL,10,COVID-19
pcr covid,2020-11,AL,9,COVID-19
segunda onda covid,2020-11,AL,8,COVID-19
boletim covid alagoas,2020-11,AL,8,COVID-19
covid-19 alagoas,2020-11,AL,7,COVID-19
covid 19 em alagoas,2020-11,AL,7,COVID-19
boletim covid 19 alagoas,2020-11,AL,7,COVID-19
covid 19 brasil,2020-11,AL,6,COVID-19
covid brasil hoje,2020-11,AL,5,COVID-19
covid-19 sintomas,2020-11,AL,5,COVID-19
mortes covid brasil,2020-11,AL,5,COVID-19
vacina covid brasil,2020-11,AL,5,COVID-19
covid sintomas,2020-12,AL,100,COVID-19
covid 19,2020-12,AL,68,COVID-19
sintomas do covid,2020-12,AL,59,COVID-19
alagoas covid,2020-12,AL,57,COVID-19
covid vacina,2020-12,AL,45,COVID-19
teste covid,2020-12,AL,40,COVID-19
covid brasil,2020-12,AL,35,COVID-19
covid maceio,2020-12,AL,30,COVID-19
sintomas de covid,2020-12,AL,24,COVID-19
covid em alagoas,2020-12,AL,19,COVID-19
teste de covid,2020-12,AL,18,COVID-19
sintomas covid 19,2020-12,AL,14,COVID-19
alagoas covid 19,2020-12,AL,13,COVID-19
sintomas da covid,2020-12,AL,13,COVID-19
covid maceió,2020-12,AL,13,COVID-19
covid no brasil,2020-12,AL,12,COVID-19
vacina covid brasil,2020-12,AL,11,COVID-19
teste covid maceio,2020-12,AL,11,COVID-19
covid mundo,2020-12,AL,10,COVID-19
pcr covid,2020-12,AL,9,COVID-19
teste rapido covid,2020-12,AL,8,COVID-19
ivermectina,2020-12,AL,6,COVID-19
quais sintomas do covid,2020-12,AL,6,COVID-19
febre covid,2020-12,AL,6,COVID-19
ivermectina covid,2020-12,AL,6,COVID-19
covid sintomas,2021-01,AL,100,COVID-19
covid vacina,2021-01,AL,88,COVID-19
covid 19,2021-01,AL,73,COVID-19
covid alagoas,2021-01,AL,58,COVID-19
sintomas do covid,2021-01,AL,58,COVID-19
covid brasil,2021-01,AL,56,COVID-19
sintomas de covid,2021-01,AL,24,COVID-19
vacina covid brasil,2021-01,AL,21,COVID-19
covid em alagoas,2021-01,AL,19,COVID-19
covid maceió,2021-01,AL,19,COVID-19
teste de covid,2021-01,AL,17,COVID-19
sintomas da covid,2021-01,AL,12,COVID-19
covid em maceio,2021-01,AL,11,COVID-19
covid 19 alagoas,2021-01,AL,11,COVID-19
covid manaus,2021-01,AL,10,COVID-19
teste covid maceio,2021-01,AL,8,COVID-19
sintoma covid,2021-01,AL,8,COVID-19
covid no mundo,2021-01,AL,8,COVID-19
vacina covid alagoas,2021-01,AL,7,COVID-19
mortes covid brasil,2021-01,AL,7,COVID-19
quais sintomas do covid,2021-01,AL,7,COVID-19
teste rapido covid,2021-01,AL,6,COVID-19
covid-19 alagoas,2021-01,AL,6,COVID-19
vacina covid maceio,2021-01,AL,5,COVID-19
boletim covid alagoas,2021-01,AL,5,COVID-19
sintomas covid,2021-02,AL,100,COVID-19
covid 19,2021-02,AL,71,COVID-19
alagoas covid,2021-02,AL,63,COVID-19
sintomas do covid,2021-02,AL,62,COVID-19
vacina covid,2021-02,AL,61,COVID-19
covid maceio,2021-02,AL,41,COVID-19
covid brasil,2021-02,AL,40,COVID-19
covid em alagoas,2021-02,AL,23,COVID-19
sintomas de covid,2021-02,AL,22,COVID-19
variante covid,2021-02,AL,19,COVID-19
sintomas da covid,2021-02,AL,16,COVID-19
covid no brasil,2021-02,AL,16,COVID-19
covid 19 sintomas,2021-02,AL,14,COVID-19
covid 19 alagoas,2021-02,AL,12,COVID-19
covid-19 alagoas,2021-02,AL,10,COVID-19
g1 covid,2021-02,AL,9,COVID-19
pcr covid,2021-02,AL,8,COVID-19
vacina covid brasil,2021-02,AL,8,COVID-19
covid alagoas hoje,2021-02,AL,8,COVID-19
vacina covid maceio,2021-02,AL,7,COVID-19
covid no mundo,2021-02,AL,7,COVID-19
teste covid maceio,2021-02,AL,7,COVID-19
vacina contra a covid-19,2021-02,AL,7,COVID-19
cid covid,2021-02,AL,6,COVID-19
mortes covid brasil,2021-02,AL,6,COVID-19
sintomas covid,2021-03,AL,100,COVID-19
alagoas covid,2021-03,AL,97,COVID-19
covid 19,2021-03,AL,93,COVID-19
vacina,2021-03,AL,75,COVID-19
covid brasil,2021-03,AL,74,COVID-19
vacina covid,2021-03,AL,70,COVID-19
sintomas do covid,2021-03,AL,64,COVID-19
maceio covid,2021-03,AL,50,COVID-19
mortes covid,2021-03,AL,43,COVID-19
teste covid,2021-03,AL,42,COVID-19
covid maceió,2021-03,AL,34,COVID-19
vacinação covid,2021-03,AL,32,COVID-19
covid em alagoas,2021-03,AL,31,COVID-19
sintomas de covid,2021-03,AL,27,COVID-19
covid no brasil,2021-03,AL,27,COVID-19
mortes covid brasil,2021-03,AL,21,COVID-19
covid mundo,2021-03,AL,20,COVID-19
alagoas covid 19,2021-03,AL,17,COVID-19
sintomas da covid,2021-03,AL,17,COVID-19
covid em maceio,2021-03,AL,16,COVID-19
covid 19 sintomas,2021-03,AL,15,COVID-19
decreto alagoas covid,2021-03,AL,14,COVID-19
vacinação maceió,2021-03,AL,13,COVID-19
covid brasil hoje,2021-03,AL,13,COVID-19
covid no mundo,2021-03,AL,12,COVID-19
covid vacina,2021-04,AL,100,COVID-19
covid sintomas,2021-04,AL,95,COVID-19
covid alagoas,2021-04,AL,88,COVID-19
covid 19,2021-04,AL,82,COVID-19
brasil covid,2021-04,AL,75,COVID-19
covid maceio,2021-04,AL,57,COVID-19
sintomas do covid,2021-04,AL,57,COVID-19
vacinação covid,2021-04,AL,45,COVID-19
covid mortes,2021-04,AL,42,COVID-19
teste covid,2021-04,AL,41,COVID-19
covid maceió,2021-04,AL,38,COVID-19
covid no brasil,2021-04,AL,29,COVID-19
sintomas de covid,2021-04,AL,27,COVID-19
covid em alagoas,2021-04,AL,27,COVID-19
mortes covid brasil,2021-04,AL,21,COVID-19
teste de covid,2021-04,AL,18,COVID-19
sintomas da covid,2021-04,AL,17,COVID-19
vacinação covid maceió,2021-04,AL,17,COVID-19
covid 19 alagoas,2021-04,AL,15,COVID-19
vacina covid maceio,2021-04,AL,14,COVID-19
vacinas covid,2021-04,AL,13,COVID-19
covid alagoas hoje,2021-04,AL,12,COVID-19
covid brasil hoje,2021-04,AL,12,COVID-19
cpi covid,2021-04,AL,11,COVID-19
vacina covid alagoas,2021-04,AL,11,COVID-19
vacina covid,2021-05,AL,100,COVID-19
sintomas covid,2021-05,AL,58,COVID-19
covid alagoas,2021-05,AL,53,COVID-19
covid 19,2021-05,AL,38,COVID-19
vacinação,2021-05,AL,35,COVID-19
covid brasil,2021-05,AL,35,COVID-19
sintomas do covid,2021-05,AL,34,COVID-19
vacinação covid,2021-05,AL,33,COVID-19
teste covid,2021-05,AL,28,COVID-19
vacina covid maceio,2021-05,AL,19,COVID-19
covid em alagoas,2021-05,AL,16,COVID-19
cpi covid,2021-05,AL,15,COVID-19
sintomas de covid,2021-05,AL,15,COVID-19
teste de covid,2021-05,AL,14,COVID-19
covid no brasil,2021-05,AL,14,COVID-19
vacinação covid maceió,2021-05,AL,14,COVID-19
vacinas,2021-05,AL,12,COVID-19
vacinas covid,2021-05,AL,12,COVID-19
cpi da covid,2021-05,AL,12,COVID-19
vacina maceió covid,2021-05,AL,10,COVID-19
comorbidades covid,2021-05,AL,9,COVID-19
maceio vacinação covid,2021-05,AL,9,COVID-19
sintomas da covid,2021-05,AL,9,COVID-19
mortes covid brasil,2021-05,AL,7,COVID-19
febre covid,2021-05,AL,7,COVID-19
vacina,2021-06,AL,100,COVID-19
vacina covid,2021-06,AL,95,COVID-19
covid sintomas,2021-06,AL,43,COVID-19
vacina covid perto de mim,2021-06,AL,37,COVID-19
covid maceio,2021-06,AL,34,COVID-19
covid alagoas,2021-06,AL,33,COVID-19
covid 19,2021-06,AL,28,COVID-19
covid brasil,2021-06,AL,26,COVID-19
sintomas do covid,2021-06,AL,24,COVID-19
vacinação covid,2021-06,AL,21,COVID-19
teste covid,2021-06,AL,20,COVID-19
covid maceió,2021-06,AL,19,COVID-19
vacina covid maceio,2021-06,AL,16,COVID-19
vacina do covid,2021-06,AL,15,COVID-19
sintomas de covid,2021-06,AL,12,COVID-19
cpi,2021-06,AL,10,COVID-19
covid no brasil,2021-06,AL,10,COVID-19
covid em alagoas,2021-06,AL,10,COVID-19
vacinas covid,2021-06,AL,7,COVID-19
sintomas da covid,2021-06,AL,7,COVID-19
brasil covid mortes,2021-06,AL,7,COVID-19
vacinação covid maceió,2021-06,AL,7,COVID-19
cpi da covid,2021-06,AL,7,COVID-19
vacinação covid maceio,2021-06,AL,6,COVID-19
covid 19 alagoas,2021-06,AL,5,COVID-19
vacina,2021-07,AL,100,COVID-19
vacina covid,2021-07,AL,97,COVID-19
alagoas covid,2021-07,AL,42,COVID-19
covid sintomas,2021-07,AL,39,COVID-19
covid maceio,2021-07,AL,38,COVID-19
covid brasil,2021-07,AL,34,COVID-19
covid 19,2021-07,AL,33,COVID-19
vacinação covid,2021-07,AL,33,COVID-19
covid maceió,2021-07,AL,30,COVID-19
sintomas do covid,2021-07,AL,22,COVID-19
vacina covid maceio,2021-07,AL,20,COVID-19
vacina maceio,2021-07,AL,19,COVID-19
vacinação covid maceió,2021-07,AL,16,COVID-19
covid em alagoas,2021-07,AL,15,COVID-19
covid no brasil,2021-07,AL,13,COVID-19
sintomas de covid,2021-07,AL,12,COVID-19
vacinas covid,2021-07,AL,11,COVID-19
vacina maceió covid,2021-07,AL,11,COVID-19
vacinação covid maceio,2021-07,AL,10,COVID-19
cpi da covid,2021-07,AL,9,COVID-19
mortes covid brasil,2021-07,AL,9,COVID-19
teste de covid,2021-07,AL,8,COVID-19
covid 19 alagoas,2021-07,AL,7,COVID-19
sintomas da covid,2021-07,AL,7,COVID-19
covid alagoas hoje,2021-07,AL,6,COVID-19
vacina covid,2021-08,AL,100,COVID-19
vacina covid perto de mim,2021-08,AL,35,COVID-19
covid maceio,2021-08,AL,23,COVID-19
alagoas covid,2021-08,AL,21,COVID-19
covid 19,2021-08,AL,17,COVID-19
covid brasil,2021-08,AL,16,COVID-19
covid sintomas,2021-08,AL,15,COVID-19
vacina covid maceio,2021-08,AL,13,COVID-19
vacina covid maceió,2021-08,AL,9,COVID-19
vacinação covid maceió,2021-08,AL,8,COVID-19
sintomas do covid,2021-08,AL,8,COVID-19
vacinas covid,2021-08,AL,7,COVID-19
covid em alagoas,2021-08,AL,7,COVID-19
covid no brasil,2021-08,AL,7,COVID-19
sintomas de covid,2021-08,AL,5,COVID-19
vacinação covid maceio,2021-08,AL,5,COVID-19
cpi covid,2021-08,AL,5,COVID-19
vacina covid alagoas,2021-08,AL,5,COVID-19
covid delta,2021-08,AL,4,COVID-19
cpi da covid,2021-08,AL,4,COVID-19
mortes covid brasil,2021-08,AL,4,COVID-19
variante covid,2021-08,AL,3,COVID-19
astrazeneca,2021-08,AL,3,COVID-19
silvio santos covid,2021-08,AL,3,COVID-19
covid brasil hoje,2021-08,AL,3,COVID-19
vacina covid,2021-09,AL,100,COVID-19
covid alagoas,2021-09,AL,40,COVID-19
covid 19,2021-09,AL,34,COVID-19
covid brasil,2021-09,AL,32,COVID-19
covid sintomas,2021-09,AL,29,COVID-19
vacinação covid,2021-09,AL,25,COVID-19
vacina maceio,2021-09,AL,13,COVID-19
sintomas do covid,2021-09,AL,12,COVID-19
sintomas de covid,2021-09,AL,12,COVID-19
covid em alagoas,2021-09,AL,12,COVID-19
vacina covid maceio,2021-09,AL,11,COVID-19
cpi da covid,2021-09,AL,10,COVID-19
vacinação covid maceió,2021-09,AL,9,COVID-19
vacinas covid,2021-09,AL,8,COVID-19
mortes covid brasil,2021-09,AL,7,COVID-19
covid 19 alagoas,2021-09,AL,5,COVID-19
covid alagoas hoje,2021-09,AL,4,COVID-19
teste covid maceio,2021-09,AL,4,COVID-19
covid no mundo,2021-09,AL,4,COVID-19
covid eua,2021-09,AL,4,COVID-19
vacinação covid brasil,2021-09,AL,3,COVID-19
blog cidadania,2021-09,AL,3,COVID-19
dcm,2021-09,AL,3,COVID-19
cpi da covid ao vivo,2021-09,AL,3,COVID-19
vacina contra covid-19,2021-09,AL,2,COVID-19
vacina covid,2021-10,AL,100,COVID-19
covid alagoas,2021-10,AL,61,COVID-19
covid brasil,2021-10,AL,46,COVID-19
covid 19,2021-10,AL,37,COVID-19
covid em alagoas,2021-10,AL,18,COVID-19
sintomas do covid,2021-10,AL,15,COVID-19
cpi da covid,2021-10,AL,13,COVID-19
mortes covid brasil,2021-10,AL,10,COVID-19
covid eua,2021-10,AL,7,COVID-19
mortes covid mundo,2021-10,AL,6,COVID-19
covid brasil hoje,2021-10,AL,4,COVID-19
cpi da covid ao vivo,2021-10,AL,4,COVID-19
casos de covid em alagoas,2021-10,AL,4,COVID-19
casos de covid no brasil,2021-10,AL,3,COVID-19
sipni covid,2021-10,AL,3,COVID-19
mortes covid eua,2021-10,AL,2,COVID-19
vacina covid crianças,2021-10,AL,2,COVID-19
cpi da covid hoje,2021-10,AL,1,COVID-19
pode tomar a vacina da covid gripado,2021-10,AL,1,COVID-19
vacina covid,2021-11,AL,100,COVID-19
covid 19,2021-11,AL,56,COVID-19
covid brasil,2021-11,AL,54,COVID-19
covid alagoas,2021-11,AL,53,COVID-19
covid sintomas,2021-11,AL,34,COVID-19
covid em alagoas,2021-11,AL,21,COVID-19
sintomas do covid,2021-11,AL,20,COVID-19
variante covid,2021-11,AL,17,COVID-19
mortes covid brasil,2021-11,AL,15,COVID-19
covid europa,2021-11,AL,14,COVID-19
nova variante covid,2021-11,AL,13,COVID-19
covid no mundo,2021-11,AL,13,COVID-19
sintomas de covid,2021-11,AL,12,COVID-19
vacina covid maceio,2021-11,AL,10,COVID-19
alemanha covid,2021-11,AL,10,COVID-19
pcr covid,2021-11,AL,10,COVID-19
covid na europa,2021-11,AL,7,COVID-19
teste de covid maceio,2021-11,AL,4,COVID-19
pode tomar a vacina da covid gripado,2021-11,AL,4,COVID-19
mortes covid mundo,2021-11,AL,4,COVID-19
covid eua,2021-11,AL,4,COVID-19
vacina contra covid-19,2021-11,AL,3,COVID-19
omicron covid,2021-11,AL,2,COVID-19
casos de covid em alagoas,2021-11,AL,1,COVID-19
covid 19,2021-12,AL,100,COVID-19
covid brasil,2021-12,AL,93,COVID-19
sintomas covid,2021-12,AL,90,COVID-19
covid alagoas,2021-12,AL,89,COVID-19
vacina covid maceio,2021-12,AL,38,COVID-19
sintomas do covid,2021-12,AL,35,COVID-19
covid no mundo,2021-12,AL,21,COVID-19
variante covid,2021-12,AL,21,COVID-19
covid eua,2021-12,AL,17,COVID-19
mortes covid brasil,2021-12,AL,16,COVID-19
covid 19 alagoas,2021-12,AL,16,COVID-19
covid portugal,2021-12,AL,15,COVID-19
mortes covid mundo,2021-12,AL,14,COVID-19
omicron sintomas,2021-12,AL,13,COVID-19
covid alemanha,2021-12,AL,13,COVID-19
posto de vacinação covid maceio,2021-12,AL,11,COVID-19
oms,2021-12,AL,7,COVID-19
sipni,2021-12,AL,6,COVID-19
casos de covid em alagoas,2021-12,AL,6,COVID-19
casos de covid no brasil,2021-12,AL,5,COVID-19
vacina covid,2022-01,AL,100,COVID-19
vacina covid perto de mim,2022-01,AL,72,COVID-19
teste covid,2022-01,AL,57,COVID-19
covid sintomas,2022-01,AL,43,COVID-19
teste de covid,2022-01,AL,27,COVID-19
covid alagoas,2022-01,AL,20,COVID-19
teste covid maceio,2022-01,AL,18,COVID-19
covid 19,2022-01,AL,18,COVID-19
sintomas de covid,2022-01,AL,15,COVID-19
sintomas do covid,2022-01,AL,15,COVID-19
covid brasil,2022-01,AL,14,COVID-19
exame covid,2022-01,AL,10,COVID-19
sintomas da covid,2022-01,AL,10,COVID-19
pague menos covid,2022-01,AL,10,COVID-19
teste covid farmacia,2022-01,AL,10,COVID-19
teste de covid maceio,2022-01,AL,9,COVID-19
pague menos teste covid,2022-01,AL,9,COVID-19
teste rapido covid,2022-01,AL,8,COVID-19
isolamento covid,2022-01,AL,7,COVID-19
pcr covid,2022-01,AL,7,COVID-19
sintomas covid omicron,2022-01,AL,7,COVID-19
teste para covid,2022-01,AL,6,COVID-19
vacina covid maceio,2022-01,AL,6,COVID-19
drogasil teste covid,2022-01,AL,6,COVID-19
vacina maceio,2022-01,AL,6,COVID-19
vacina covid,2022-02,AL,100,COVID-19
sintomas covid,2022-02,AL,57,COVID-19
covid 19,2022-02,AL,44,COVID-19
covid alagoas,2022-02,AL,43,COVID-19
covid brasil,2022-02,AL,31,COVID-19
teste de covid,2022-02,AL,28,COVID-19
sintomas do covid,2022-02,AL,20,COVID-19
sintomas de covid,2022-02,AL,20,COVID-19
sintomas da covid,2022-02,AL,16,COVID-19
teste covid maceio,2022-02,AL,14,COVID-19
casos covid,2022-02,AL,12,COVID-19
mortes covid brasil,2022-02,AL,10,COVID-19
mortes por covid,2022-02,AL,9,COVID-19
sintomas omicron,2022-02,AL,8,COVID-19
vacina covid perto de mim,2022-02,AL,8,COVID-19
teste de covid maceio,2022-02,AL,7,COVID-19
mortes covid mundo,2022-02,AL,7,COVID-19
teste rapido covid,2022-02,AL,6,COVID-19
vacina covid infantil,2022-02,AL,4,COVID-19
quais os sintomas da covid,2022-02,AL,4,COVID-19
quais os sintomas do covid,2022-02,AL,3,COVID-19
mortes covid eua,2022-02,AL,3,COVID-19
sintomas h3n2,2022-02,AL,3,COVID-19
cid covid 19,2022-02,AL,3,COVID-19
certificado de vacinação covid,2022-02,AL,3,COVID-19
covid alagoas,2022-03,AL,100,COVID-19
covid brasil,2022-03,AL,70,COVID-19
covid sintomas,2022-03,AL,54,COVID-19
vacina covid maceio,2022-03,AL,33,COVID-19
sintomas do covid,2022-03,AL,29,COVID-19
vacina maceio,2022-03,AL,27,COVID-19
vacinação covid maceió,2022-03,AL,21,COVID-19
sintomas de covid,2022-03,AL,20,COVID-19
mortes covid brasil,2022-03,AL,20,COVID-19
vacinas covid,2022-03,AL,15,COVID-19
vacinação covid maceio,2022-03,AL,14,COVID-19
covid al,2022-03,AL,12,COVID-19
mortes covid alagoas,2022-03,AL,11,COVID-19
g1 alagoas covid,2022-03,AL,9,COVID-19
cartao de vacina covid,2022-03,AL,7,COVID-19
mortes covid mundo,2022-03,AL,7,COVID-19
brasil mortes coronavirus,2022-03,AL,7,COVID-19
vacina covid perto de mim,2022-03,AL,7,COVID-19
casos de covid em alagoas,2022-03,AL,6,COVID-19
quarta dose vacina covid,2022-03,AL,6,COVID-19
comprovante de vacinação covid,2022-03,AL,5,COVID-19
mortes covid reino unido,2022-03,AL,5,COVID-19
mortes covid eua,2022-03,AL,5,COVID-19
conecte sus,2022-03,AL,4,COVID-19
ibovespa,2022-03,AL,4,COVID-19
vacina covid,2022-04,AL,100,COVID-19
covid alagoas,2022-04,AL,57,COVID-19
covid 19,2022-04,AL,57,COVID-19
covid brasil,2022-04,AL,49,COVID-19
covid sintomas,2022-04,AL,40,COVID-19
vacinação covid maceió,2022-04,AL,24,COVID-19
vacina covid maceio,2022-04,AL,24,COVID-19
sintomas de covid,2022-04,AL,15,COVID-19
sintomas do covid,2022-04,AL,14,COVID-19
covid china,2022-04,AL,10,COVID-19
mortes covid brasil,2022-04,AL,10,COVID-19
quarta dose vacina covid,2022-04,AL,9,COVID-19
covid em alagoas hoje,2022-04,AL,8,COVID-19
mortes covid mundo,2022-04,AL,8,COVID-19
vacina covid perto de mim,2022-04,AL,6,COVID-19
dolar hoje,2022-04,AL,5,COVID-19
ibovespa,2022-04,AL,3,COVID-19
mortes covid reino unido,2022-04,AL,3,COVID-19
vacina contra covid-19,2022-04,AL,3,COVID-19
4 dose vacina covid,2022-04,AL,2,COVID-19
mortes covid eua,2022-04,AL,2,COVID-19
vacina covid,2022-05,AL,100,COVID-19
covid alagoas,2022-05,AL,52,COVID-19
covid sintomas,2022-05,AL,47,COVID-19
covid brasil,2022-05,AL,46,COVID-19
covid 19,2022-05,AL,45,COVID-19
covid maceio,2022-05,AL,44,COVID-19
sintomas do covid,2022-05,AL,24,COVID-19
sintomas de covid,2022-05,AL,20,COVID-19
covid em alagoas,2022-05,AL,16,COVID-19
mortes covid brasil,2022-05,AL,10,COVID-19
sintomas dengue,2022-05,AL,9,COVID-19
sintomas de dengue,2022-05,AL,5,COVID-19
quarta dose vacina covid,2022-05,AL,3,COVID-19
numeros covid brasil,2022-05,AL,3,COVID-19
covid sintomas,2022-06,AL,100,COVID-19
vacina covid,2022-06,AL,71,COVID-19
teste de covid,2022-06,AL,50,COVID-19
sintomas do covid,2022-06,AL,39,COVID-19
covid alagoas,2022-06,AL,38,COVID-19
covid 19,2022-06,AL,36,COVID-19
sintomas de covid,2022-06,AL,33,COVID-19
covid brasil,2022-06,AL,30,COVID-19
sintomas da covid,2022-06,AL,23,COVID-19
teste covid farmacia,2022-06,AL,22,COVID-19
teste covid maceio,2022-06,AL,18,COVID-19
isolamento covid,2022-06,AL,14,COVID-19
teste rapido covid,2022-06,AL,14,COVID-19
sintomas dengue,2022-06,AL,13,COVID-19
teste de covid farmacia,2022-06,AL,12,COVID-19
drogasil,2022-06,AL,11,COVID-19
vacina covid maceio,2022-06,AL,11,COVID-19
sintomas da dengue,2022-06,AL,9,COVID-19
pcr covid,2022-06,AL,8,COVID-19
pague menos,2022-06,AL,8,COVID-19
autoteste covid,2022-06,AL,7,COVID-19
covid alagoas hoje,2022-06,AL,7,COVID-19
quais os sintomas da covid,2022-06,AL,7,COVID-19
auto teste covid,2022-06,AL,6,COVID-19
covid 19 sintomas,2022-06,AL,6,COVID-19
covid sintomas,2022-07,AL,100,COVID-19
vacina covid,2022-07,AL,78,COVID-19
teste covid,2022-07,AL,71,COVID-19
sintomas do covid,2022-07,AL,42,COVID-19
teste de covid,2022-07,AL,37,COVID-19
covid 19,2022-07,AL,34,COVID-19
sintomas de covid,2022-07,AL,32,COVID-19
covid alagoas,2022-07,AL,30,COVID-19
sintomas da covid,2022-07,AL,29,COVID-19
covid brasil,2022-07,AL,19,COVID-19
vacina covid maceio,2022-07,AL,11,COVID-19
teste covid farmacia,2022-07,AL,11,COVID-19
teste do covid,2022-07,AL,10,COVID-19
sintomas da dengue,2022-07,AL,10,COVID-19
teste rapido covid,2022-07,AL,9,COVID-19
cid covid,2022-07,AL,8,COVID-19
sintomas de dengue,2022-07,AL,7,COVID-19
drogasil,2022-07,AL,7,COVID-19
teste de covid farmacia,2022-07,AL,7,COVID-19
coronavirus,2022-07,AL,6,COVID-19
vacinação covid maceio,2022-07,AL,5,COVID-19
4 dose vacina covid,2022-07,AL,5,COVID-19
quais os sintomas da covid,2022-07,AL,5,COVID-19
sintomas covid 2022,2022-07,AL,4,COVID-19
autoteste covid,2022-07,AL,4,COVID-19
covid 19,2022-08,AL,100,COVID-19
covid alagoas,2022-08,AL,85,COVID-19
covid brasil,2022-08,AL,80,COVID-19
sintomas do covid,2022-08,AL,44,COVID-19
sintomas de covid,2022-08,AL,36,COVID-19
vacina covid maceio,2022-08,AL,32,COVID-19
variola do macaco,2022-08,AL,17,COVID-19
quantas pessoas morreram de covid no mundo,2022-08,AL,11,COVID-19
covid-19 alagoas,2022-08,AL,6,COVID-19
vacina covid,2022-09,AL,100,COVID-19
covid alagoas,2022-09,AL,61,COVID-19
covid 19,2022-09,AL,61,COVID-19
covid brasil,2022-09,AL,58,COVID-19
sintomas do covid,2022-09,AL,9,COVID-19
covid brasil,2022-10,AL,100,COVID-19
covid 19,2022-10,AL,60,COVID-19
covid alagoas,2022-10,AL,35,COVID-19
mortes covid brasil,2022-10,AL,34,COVID-19
mortes covid mundo,2022-10,AL,12,COVID-19
sintomas de covid,2022-10,AL,9,COVID-19
quantas pessoas morreram de covid no brasil,2022-10,AL,8,COVID-19
mortes por covid no brasil,2022-10,AL,6,COVID-19
ibovespa,2022-10,AL,3,COVID-19
quantas mortes por covid no brasil,2022-10,AL,2,COVID-19
covid sintomas,2022-11,AL,100,COVID-19
vacina covid,2022-11,AL,89,COVID-19
teste covid,2022-11,AL,74,COVID-19
covid 19,2022-11,AL,49,COVID-19
covid brasil,2022-11,AL,47,COVID-19
covid alagoas,2022-11,AL,41,COVID-19
teste de covid,2022-11,AL,34,COVID-19
sintomas do covid,2022-11,AL,32,COVID-19
sintomas de covid,2022-11,AL,28,COVID-19
nova variante covid,2022-11,AL,25,COVID-19
sintomas da covid,2022-11,AL,25,COVID-19
casos covid,2022-11,AL,23,COVID-19
covid cid,2022-11,AL,16,COVID-19
sintomas nova variante covid,2022-11,AL,15,COVID-19
vacina covid maceio,2022-11,AL,14,COVID-19
teste covid farmacia,2022-11,AL,14,COVID-19
teste covid maceio,2022-11,AL,13,COVID-19
covid em alagoas,2022-11,AL,11,COVID-19
teste rapido covid,2022-11,AL,8,COVID-19
casos covid alagoas,2022-11,AL,8,COVID-19
vacinação covid maceio,2022-11,AL,8,COVID-19
