topic_title,date,location,value,disease
teste covid em teresina,2022-01,PI,6,COVID-19
isolamento covid,2022-01,PI,6,COVID-19
testagem covid teresina,2022-01,PI,5,COVID-19
teste covid farmacia,2022-01,PI,5,COVID-19
teste rapido covid,2022-01,PI,5,COVID-19
teste de covid em teresina,2022-01,PI,5,COVID-19
sintomas omicron,2022-01,PI,4,COVID-19
sintomas covid omicron,2022-01,PI,4,COVID-19
vacina covid,2022-02,PI,100,COVID-19
teste covid,2022-02,PI,96,COVID-19
covid teresina,2022-02,PI,95,COVID-19
sintomas covid,2022-02,PI,63,COVID-19
teste covid teresina,2022-02,PI,48,COVID-19
covid 19,2022-02,PI,46,COVID-19
covid brasil,2022-02,PI,40,COVID-19
covid piaui,2022-02,PI,28,COVID-19
sintomas do covid,2022-02,PI,25,COVID-19
vacina covid teresina,2022-02,PI,24,COVID-19
sintomas de covid,2022-02,PI,23,COVID-19
agendamento teste covid,2022-02,PI,22,COVID-19
agendamento vacina,2022-02,PI,21,COVID-19
agendamento vacina covid,2022-02,PI,20,COVID-19
sintomas da covid,2022-02,PI,20,COVID-19
vacinação covid,2022-02,PI,17,COVID-19
covid no brasil,2022-02,PI,17,COVID-19
teste de covid teresina,2022-02,PI,17,COVID-19
agendamento teste covid teresina,2022-02,PI,17,COVID-19
mortes covid,2022-02,PI,15,COVID-19
fms,2022-02,PI,12,COVID-19
omicron,2022-02,PI,11,COVID-19
agendamento vacina covid teresina,2022-02,PI,11,COVID-19
teste rapido covid,2022-02,PI,10,COVID-19
covid no piaui,2022-02,PI,9,COVID-19
vacina covid,2022-03,PI,100,COVID-19
covid brasil,2022-03,PI,53,COVID-19
covid teresina,2022-03,PI,50,COVID-19
covid 19,2022-03,PI,47,COVID-19
covid piaui,2022-03,PI,38,COVID-19
sintomas covid,2022-03,PI,27,COVID-19
vacina covid teresina,2022-03,PI,21,COVID-19
sintomas de covid,2022-03,PI,14,COVID-19
sintomas do covid,2022-03,PI,14,COVID-19
agendamento vacina covid,2022-03,PI,11,COVID-19
mortes covid brasil,2022-03,PI,11,COVID-19
teste covid teresina,2022-03,PI,9,COVID-19
covid brasil hoje,2022-03,PI,9,COVID-19
sintomas da covid,2022-03,PI,8,COVID-19
vacinação covid teresina,2022-03,PI,7,COVID-19
covid china,2022-03,PI,7,COVID-19
agendamento vacina covid teresina,2022-03,PI,7,COVID-19
covid 19 piaui,2022-03,PI,7,COVID-19
casos covid brasil,2022-03,PI,6,COVID-19
casos de covid no brasil,2022-03,PI,5,COVID-19
vacina contra covid-19,2022-03,PI,5,COVID-19
sipni covid,2022-03,PI,4,COVID-19
cartao de vacina covid,2022-03,PI,4,COVID-19
sintomas de dengue,2022-03,PI,4,COVID-19
comprovante de vacinação covid,2022-03,PI,4,COVID-19
covid 19,2022-04,PI,100,COVID-19
covid brasil,2022-04,PI,95,COVID-19
piaui covid,2022-04,PI,76,COVID-19
vacina covid teresina,2022-04,PI,63,COVID-19
covid no brasil,2022-04,PI,44,COVID-19
vacinação covid teresina,2022-04,PI,23,COVID-19
agendamento vacina covid,2022-04,PI,21,COVID-19
teste covid teresina,2022-04,PI,18,COVID-19
cartao de vacina covid,2022-04,PI,18,COVID-19
mortes covid brasil,2022-04,PI,17,COVID-19
wikipedia covid 19,2022-04,PI,17,COVID-19
sintomas de covid,2022-04,PI,16,COVID-19
sintomas do covid,2022-04,PI,15,COVID-19
covid china,2022-04,PI,11,COVID-19
quarta dose vacina covid,2022-04,PI,9,COVID-19
covid 19 piaui,2022-04,PI,9,COVID-19
fms teresina,2022-04,PI,9,COVID-19
alemanha coronavirus,2022-04,PI,8,COVID-19
comprovante de vacinação covid,2022-04,PI,8,COVID-19
calendário pasep 2022,2022-04,PI,7,COVID-19
vacina covid perto de mim,2022-04,PI,7,COVID-19
número de óbitos por covid no brasil,2022-04,PI,6,COVID-19
itália coronavirus,2022-04,PI,6,COVID-19
drive thru vacina covid teresina,2022-04,PI,6,COVID-19
agendamento teste covid teresina,2022-04,PI,5,COVID-19
vacina covid,2022-05,PI,100,COVID-19
covid teresina,2022-05,PI,65,COVID-19
covid 19,2022-05,PI,56,COVID-19
covid brasil,2022-05,PI,50,COVID-19
piaui covid,2022-05,PI,42,COVID-19
vacina covid teresina,2022-05,PI,34,COVID-19
sintomas covid,2022-05,PI,27,COVID-19
vacinação teresina,2022-05,PI,14,COVID-19
vacinação covid teresina,2022-05,PI,13,COVID-19
teste covid teresina,2022-05,PI,10,COVID-19
covid brasil hoje,2022-05,PI,10,COVID-19
4 dose vacina covid,2022-05,PI,9,COVID-19
covid no mundo,2022-05,PI,9,COVID-19
sintomas da covid,2022-05,PI,9,COVID-19
sintomas do covid,2022-05,PI,8,COVID-19
casos de covid no brasil,2022-05,PI,7,COVID-19
sintomas de covid,2022-05,PI,7,COVID-19
sintomas da dengue,2022-05,PI,6,COVID-19
pandemia covid 19,2022-05,PI,6,COVID-19
covid no brasil hoje,2022-05,PI,6,COVID-19
casos covid brasil,2022-05,PI,6,COVID-19
wikipedia covid 19,2022-05,PI,5,COVID-19
comprovante de vacinação covid,2022-05,PI,4,COVID-19
estados unidos covid,2022-05,PI,4,COVID-19
teste de covid em teresina,2022-05,PI,4,COVID-19
vacina covid,2022-06,PI,100,COVID-19
covid teresina,2022-06,PI,93,COVID-19
sintomas covid,2022-06,PI,89,COVID-19
teste covid,2022-06,PI,79,COVID-19
covid 19,2022-06,PI,49,COVID-19
covid brasil,2022-06,PI,38,COVID-19
teste de covid,2022-06,PI,37,COVID-19
covid piaui,2022-06,PI,36,COVID-19
teste covid teresina,2022-06,PI,32,COVID-19
sintomas da covid,2022-06,PI,30,COVID-19
sintomas de covid,2022-06,PI,29,COVID-19
sintomas do covid,2022-06,PI,28,COVID-19
casos covid,2022-06,PI,22,COVID-19
vacinação covid teresina,2022-06,PI,16,COVID-19
dengue sintomas,2022-06,PI,10,COVID-19
teste de covid em teresina,2022-06,PI,9,COVID-19
cid covid,2022-06,PI,9,COVID-19
covid no piaui,2022-06,PI,9,COVID-19
sintomas da dengue,2022-06,PI,8,COVID-19
ubs covid teresina,2022-06,PI,8,COVID-19
covid no piauí,2022-06,PI,8,COVID-19
casos covid brasil,2022-06,PI,8,COVID-19
teste rapido covid,2022-06,PI,7,COVID-19
fms teresina,2022-06,PI,7,COVID-19
agendamento vacina covid,2022-06,PI,6,COVID-19
sintomas covid,2022-07,PI,100,COVID-19
teste covid,2022-07,PI,72,COVID-19
covid teresina,2022-07,PI,62,COVID-19
sintomas do covid,2022-07,PI,41,COVID-19
covid 19,2022-07,PI,38,COVID-19
teste de covid,2022-07,PI,37,COVID-19
sintomas de covid,2022-07,PI,35,COVID-19
sintomas da covid,2022-07,PI,29,COVID-19
covid piaui,2022-07,PI,27,COVID-19
teste covid teresina,2022-07,PI,23,COVID-19
covid brasil,2022-07,PI,21,COVID-19
vacina covid teresina,2022-07,PI,19,COVID-19
isolamento covid,2022-07,PI,14,COVID-19
covid piauí,2022-07,PI,11,COVID-19
teste de covid em teresina,2022-07,PI,9,COVID-19
vacinação covid teresina,2022-07,PI,9,COVID-19
quais os sintomas da covid,2022-07,PI,7,COVID-19
teste rapido covid,2022-07,PI,6,COVID-19
sintomas da dengue,2022-07,PI,6,COVID-19
cid covid,2022-07,PI,5,COVID-19
dor de garganta,2022-07,PI,5,COVID-19
quantos dias de isolamento covid,2022-07,PI,4,COVID-19
dor de garganta covid,2022-07,PI,4,COVID-19
onde fazer teste de covid em teresina,2022-07,PI,4,COVID-19
sintomas da covid-19,2022-07,PI,4,COVID-19
vacina covid,2022-08,PI,100,COVID-19
covid 19,2022-08,PI,49,COVID-19
sintomas covid,2022-08,PI,49,COVID-19
covid brasil,2022-08,PI,37,COVID-19
covid piaui,2022-08,PI,25,COVID-19
vacina covid teresina,2022-08,PI,20,COVID-19
sintomas de covid,2022-08,PI,18,COVID-19
sintomas da covid,2022-08,PI,17,COVID-19
sintomas do covid,2022-08,PI,15,COVID-19
vacinação covid teresina,2022-08,PI,13,COVID-19
teste covid teresina,2022-08,PI,12,COVID-19
cartao de vacina covid,2022-08,PI,6,COVID-19
variola do macaco,2022-08,PI,4,COVID-19
certificado vacina covid,2022-08,PI,4,COVID-19
wikipedia covid 19,2022-08,PI,3,COVID-19
covid 19 piaui,2022-08,PI,3,COVID-19
sipni covid,2022-08,PI,2,COVID-19
covid no brasil hoje,2022-08,PI,2,COVID-19
covid brasil,2022-09,PI,100,COVID-19
covid 19,2022-09,PI,92,COVID-19
covid piaui,2022-09,PI,46,COVID-19
sintomas de covid,2022-09,PI,23,COVID-19
sintomas do covid,2022-09,PI,19,COVID-19
casos covid brasil,2022-09,PI,8,COVID-19
sipni covid,2022-09,PI,7,COVID-19
covid brasil,2022-10,PI,100,COVID-19
vacina covid,2022-10,PI,81,COVID-19
covid 19,2022-10,PI,49,COVID-19
mortes covid brasil,2022-10,PI,29,COVID-19
covid piaui,2022-10,PI,20,COVID-19
vacina covid teresina,2022-10,PI,16,COVID-19
g1 covid,2022-10,PI,14,COVID-19
mortes por covid no brasil,2022-10,PI,13,COVID-19
sintomas do covid,2022-10,PI,12,COVID-19
vacinação covid teresina,2022-10,PI,11,COVID-19
quantas pessoas morreram de covid no brasil,2022-10,PI,11,COVID-19
quantas pessoas morreram de covid no mundo,2022-10,PI,6,COVID-19
sipni covid,2022-10,PI,4,COVID-19
covid sintomas,2022-11,PI,100,COVID-19
covid teresina,2022-11,PI,99,COVID-19
vacina covid,2022-11,PI,98,COVID-19
teste covid,2022-11,PI,80,COVID-19
covid 19,2022-11,PI,54,COVID-19
covid brasil,2022-11,PI,51,COVID-19
teste de covid,2022-11,PI,39,COVID-19
vacina covid teresina,2022-11,PI,33,COVID-19
covid piaui,2022-11,PI,33,COVID-19
sintomas da covid,2022-11,PI,30,COVID-19
casos covid,2022-11,PI,30,COVID-19
covid no brasil,2022-11,PI,28,COVID-19
sintomas de covid,2022-11,PI,27,COVID-19
sintomas do covid,2022-11,PI,27,COVID-19
teste covid teresina,2022-11,PI,25,COVID-19
casos de covid,2022-11,PI,20,COVID-19
nova variante covid,2022-11,PI,15,COVID-19
agendamento vacina covid,2022-11,PI,14,COVID-19
covid no piaui,2022-11,PI,13,COVID-19
vacinação covid teresina,2022-11,PI,11,COVID-19
quais os sintomas da covid,2022-11,PI,10,COVID-19
isolamento covid,2022-11,PI,9,COVID-19
agendamento vacina covid teresina,2022-11,PI,9,COVID-19
teste de covid em teresina,2022-11,PI,9,COVID-19
covid no brasil hoje,2022-11,PI,8,COVID-19
covid sintomas,2022-12,PI,100,COVID-19
teste covid,2022-12,PI,75,COVID-19
covid teresina,2022-12,PI,53,COVID-19
sintomas de covid,2022-12,PI,39,COVID-19
teste de covid,2022-12,PI,38,COVID-19
covid 19,2022-12,PI,32,COVID-19
sintomas da covid,2022-12,PI,30,COVID-19
covid brasil,2022-12,PI,26,COVID-19
sintomas do covid,2022-12,PI,25,COVID-19
covid em teresina,2022-12,PI,17,COVID-19
vacina covid teresina,2022-12,PI,13,COVID-19
china covid,2022-12,PI,13,COVID-19
cid covid,2022-12,PI,13,COVID-19
covid piaui,2022-12,PI,11,COVID-19
isolamento covid,2022-12,PI,10,COVID-19
covid no brasil,2022-12,PI,10,COVID-19
quais os sintomas da covid,2022-12,PI,9,COVID-19
teste rapido covid,2022-12,PI,7,COVID-19
vacinação covid teresina,2022-12,PI,7,COVID-19
casos covid,2022-12,PI,7,COVID-19
sintomas covid 2022,2022-12,PI,6,COVID-19
covid na china,2022-12,PI,6,COVID-19
teste de covid positivo,2022-12,PI,5,COVID-19
quantos dias de isolamento covid,2022-12,PI,4,COVID-19
teste de covid farmacia,2022-12,PI,4,COVID-19
vacina covid,2023-01,PI,100,COVID-19
covid 19,2023-01,PI,51,COVID-19
sintomas covid,2023-01,PI,48,COVID-19
covid brasil,2023-01,PI,43,COVID-19
vacina covid teresina,2023-01,PI,28,COVID-19
sintomas do covid,2023-01,PI,19,COVID-19
sipni covid,2023-01,PI,9,COVID-19
covid no brasil hoje,2023-01,PI,8,COVID-19
quais os sintomas da covid,2023-01,PI,8,COVID-19
casos covid,2023-01,PI,8,COVID-19
covid 19 brasil,2023-01,PI,6,COVID-19
cartao de vacina covid,2023-01,PI,5,COVID-19
mia khalifa cpi da covid,2023-01,PI,3,COVID-19
covid 19,2023-02,PI,100,COVID-19
covid brasil,2023-02,PI,90,COVID-19
sintomas covid,2023-02,PI,87,COVID-19
sintomas do covid,2023-02,PI,33,COVID-19
sintomas de covid,2023-02,PI,32,COVID-19
vacinação covid teresina,2023-02,PI,24,COVID-19
vacina bivalente covid,2023-02,PI,23,COVID-19
sipni covid,2023-02,PI,9,COVID-19
mia khalifa cpi da covid,2023-02,PI,7,COVID-19
vacina covid,2023-03,PI,100,COVID-19
covid 19,2023-03,PI,54,COVID-19
covid sintomas,2023-03,PI,33,COVID-19
covid brasil,2023-03,PI,28,COVID-19
vacina covid teresina,2023-03,PI,26,COVID-19
vacina bivalente covid,2023-03,PI,20,COVID-19
vacinas covid,2023-03,PI,13,COVID-19
sintomas da covid,2023-03,PI,12,COVID-19
fms,2023-03,PI,7,COVID-19
wikipedia covid 19,2023-03,PI,6,COVID-19
google academico,2023-03,PI,3,COVID-19
sintomas covid,2023-04,PI,100,COVID-19
covid 19,2023-04,PI,95,COVID-19
sintomas de covid,2023-04,PI,45,COVID-19
vacina covid teresina,2023-04,PI,33,COVID-19
vacina bivalente covid,2023-04,PI,32,COVID-19
sintomas do covid,2023-04,PI,21,COVID-19
wikipedia covid 19,2023-04,PI,18,COVID-19
sipni covid,2023-04,PI,13,COVID-19
mia khalifa cpi da covid,2023-04,PI,13,COVID-19
vacina covid,2023-05,PI,100,COVID-19
covid 19,2023-05,PI,47,COVID-19
covid sintomas,2023-05,PI,42,COVID-19
covid teresina,2023-05,PI,34,COVID-19
bivalente covid,2023-05,PI,28,COVID-19
vacina bivalente covid,2023-05,PI,22,COVID-19
sintomas de covid,2023-05,PI,18,COVID-19
sintomas da covid,2023-05,PI,14,COVID-19
vacinas covid,2023-05,PI,11,COVID-19
sintomas do covid,2023-05,PI,9,COVID-19
pandemia covid 19,2023-05,PI,8,COVID-19
sipni covid,2023-05,PI,6,COVID-19
nova variante covid arcturus,2023-05,PI,3,COVID-19
quantas pessoas morreram de covid no mundo,2023-05,PI,3,COVID-19
covid 19,2023-06,PI,100,COVID-19
covid sintomas,2023-06,PI,48,COVID-19
numero de mortos no mundo covid,2023-06,PI,17,COVID-19
sintomas de covid,2023-06,PI,10,COVID-19
wikipedia covid 19,2023-06,PI,10,COVID-19
cartao de vacina covid,2023-06,PI,4,COVID-19
covid 19,2023-07,PI,100,COVID-19
sipni covid,2023-07,PI,25,COVID-19
wikipedia covid 19,2023-07,PI,16,COVID-19
covid 19,2023-08,PI,100,COVID-19
nova variante covid,2023-08,PI,43,COVID-19
wikipedia covid 19,2023-08,PI,21,COVID-19
sipni covid,2023-08,PI,21,COVID-19
mia khalifa cpi da covid,2023-08,PI,16,COVID-19
nova variante covid eris,2023-08,PI,16,COVID-19
covid 19,2023-09,PI,100,COVID-19
sipni covid,2023-09,PI,20,COVID-19
sipni covid,2023-10,PI,100,COVID-19
sintomas covid,2023-11,PI,100,COVID-19
mia khalifa cpi da covid,2023-11,PI,11,COVID-19
covid teresina,2023-12,PI,100,COVID-19
vacina covid,2023-12,PI,90,COVID-19
sintomas covid,2023-12,PI,82,COVID-19
sintomas de covid,2023-12,PI,48,COVID-19
teste covid teresina,2023-12,PI,27,COVID-19
casos de covid,2023-12,PI,23,COVID-19
vacina covid teresina,2023-12,PI,22,COVID-19
covid piaui,2023-12,PI,19,COVID-19
sintomas covid,2024-01,PI,100,COVID-19
vacina covid,2024-01,PI,76,COVID-19
covid teresina,2024-01,PI,68,COVID-19
teste covid,2024-01,PI,67,COVID-19
covid 19,2024-01,PI,55,COVID-19
covid 2024,2024-01,PI,50,COVID-19
sintomas de covid,2024-01,PI,32,COVID-19
sintomas da covid,2024-01,PI,29,COVID-19
sintomas covid 2024,2024-01,PI,20,COVID-19
sintomas do covid,2024-01,PI,20,COVID-19
quais os sintomas da covid,2024-01,PI,9,COVID-19
sintomas do covid 2024,2024-01,PI,5,COVID-19
quantas pessoas morreram de covid no mundo,2024-01,PI,5,COVID-19
casos de covid em teresina,2024-01,PI,4,COVID-19
sintomas de covid,2024-02,PI,100,COVID-19
sintomas de covid,2024-03,PI,100,COVID-19
sintomas de dengue,2024-03,PI,54,COVID-19
sipni covid,2024-04,PI,100,COVID-19
sintomas de covid,2024-04,PI,76,COVID-19
covid 19,2024-05,PI,100,COVID-19
sipni covid,2024-05,PI,30,COVID-19
sintomas covid,2024-06,PI,100,COVID-19
sipni covid,2024-07,PI,100,COVID-19
"",2024-08,PI,,COVID-19
sipni covid,2024-09,PI,100,COVID-19
variante covid xec sintomas,2024-10,PI,100,COVID-19
sipni covid,2024-10,PI,71,COVID-19
sipni covid,2024-11,PI,100,COVID-19
"",2024-12,PI,,COVID-19
sintomas covid,2025-01,PI,100,COVID-19
covid 2025,2025-02,PI,100,COVID-19
sipni covid,2025-02,PI,27,COVID-19
vacina covid,2025-03,PI,100,COVID-19
covid 19,2025-03,PI,98,COVID-19
sintomas covid,2025-03,PI,69,COVID-19
teste covid,2025-03,PI,44,COVID-19
sintomas da covid,2025-03,PI,24,COVID-19
covid 2025,2025-03,PI,24,COVID-19
sintomas de covid,2025-03,PI,19,COVID-19
sipni covid,2025-03,PI,13,COVID-19
best covid,2025-03,PI,3,COVID-19
covid news,2025-03,PI,2,COVID-19
"",2020-01,PR,,COVID-19
covid 19,2020-02,PR,100,COVID-19
coronavirus,2020-02,PR,30,COVID-19
corona virus,2020-02,PR,21,COVID-19
covid 19 significado,2020-02,PR,6,COVID-19
covid 19,2020-03,PR,100,COVID-19
covid brasil,2020-03,PR,20,COVID-19
covid 19 brasil,2020-03,PR,11,COVID-19
covid sintomas,2020-03,PR,11,COVID-19
casos covid,2020-03,PR,10,COVID-19
covid 19 sintomas,2020-03,PR,10,COVID-19
covid parana,2020-03,PR,9,COVID-19
covid no brasil,2020-03,PR,8,COVID-19
curitiba covid,2020-03,PR,8,COVID-19
coronavirus covid 19,2020-03,PR,8,COVID-19
casos covid 19,2020-03,PR,7,COVID-19
parana covid 19,2020-03,PR,6,COVID-19
covid 19 no brasil,2020-03,PR,6,COVID-19
italia covid,2020-03,PR,6,COVID-19
covid bing,2020-03,PR,6,COVID-19
covid 19 curitiba,2020-03,PR,5,COVID-19
virus covid 19,2020-03,PR,5,COVID-19
covid mundo,2020-03,PR,5,COVID-19
covid pr,2020-03,PR,4,COVID-19
covid paraná,2020-03,PR,4,COVID-19
casos covid brasil,2020-03,PR,4,COVID-19
covid 19 mortes,2020-03,PR,4,COVID-19
covid-19 brasil,2020-03,PR,3,COVID-19
mapa covid,2020-03,PR,3,COVID-19
covid no parana,2020-03,PR,3,COVID-19
covid 19,2020-04,PR,100,COVID-19
brasil covid,2020-04,PR,29,COVID-19
covid sintomas,2020-04,PR,17,COVID-19
covid parana,2020-04,PR,16,COVID-19
covid 19 sintomas,2020-04,PR,14,COVID-19
covid curitiba,2020-04,PR,14,COVID-19
covid 19 brasil,2020-04,PR,11,COVID-19
covid no brasil,2020-04,PR,11,COVID-19
mortes covid,2020-04,PR,10,COVID-19
parana covid 19,2020-04,PR,9,COVID-19
casos de covid,2020-04,PR,7,COVID-19
sintomas do covid,2020-04,PR,7,COVID-19
covid mundo,2020-04,PR,7,COVID-19
covid pr,2020-04,PR,7,COVID-19
sintomas do covid 19,2020-04,PR,6,COVID-19
covid 19 no brasil,2020-04,PR,6,COVID-19
covid 19 curitiba,2020-04,PR,5,COVID-19
londrina covid,2020-04,PR,5,COVID-19
covid paraná,2020-04,PR,5,COVID-19
boletim covid,2020-04,PR,5,COVID-19
mortes covid brasil,2020-04,PR,5,COVID-19
covid no mundo,2020-04,PR,4,COVID-19
covid em curitiba,2020-04,PR,4,COVID-19
covid 19 mortes,2020-04,PR,4,COVID-19
bing covid,2020-04,PR,4,COVID-19
covid 19,2020-05,PR,100,COVID-19
brasil covid,2020-05,PR,47,COVID-19
covid parana,2020-05,PR,22,COVID-19
mortes covid,2020-05,PR,22,COVID-19
curitiba covid,2020-05,PR,20,COVID-19
casos covid,2020-05,PR,18,COVID-19
covid no brasil,2020-05,PR,18,COVID-19
covid hoje,2020-05,PR,17,COVID-19
sintomas covid,2020-05,PR,17,COVID-19
covid mundo,2020-05,PR,12,COVID-19
covid 19 brasil,2020-05,PR,11,COVID-19
covid 19 sintomas,2020-05,PR,10,COVID-19
covid 19 parana,2020-05,PR,10,COVID-19
covid pr,2020-05,PR,10,COVID-19
covid brasil mortes,2020-05,PR,9,COVID-19
teste covid,2020-05,PR,9,COVID-19
covid vacina,2020-05,PR,8,COVID-19
covid londrina,2020-05,PR,8,COVID-19
covid brasil hoje,2020-05,PR,8,COVID-19
mortes por covid,2020-05,PR,7,COVID-19
covid no mundo,2020-05,PR,7,COVID-19
covid em curitiba,2020-05,PR,7,COVID-19
covid paraná,2020-05,PR,6,COVID-19
curitiba covid 19,2020-05,PR,6,COVID-19
sintomas de covid,2020-05,PR,6,COVID-19
covid 19,2020-06,PR,100,COVID-19
brasil covid,2020-06,PR,37,COVID-19
curitiba covid,2020-06,PR,35,COVID-19
sintomas covid,2020-06,PR,34,COVID-19
covid parana,2020-06,PR,25,COVID-19
casos covid,2020-06,PR,24,COVID-19
teste covid,2020-06,PR,22,COVID-19
covid hoje,2020-06,PR,18,COVID-19
mortes covid,2020-06,PR,16,COVID-19
covid pr,2020-06,PR,15,COVID-19
covid no brasil,2020-06,PR,12,COVID-19
sintomas covid 19,2020-06,PR,12,COVID-19
covid vacina,2020-06,PR,10,COVID-19
sintomas do covid,2020-06,PR,10,COVID-19
parana covid 19,2020-06,PR,10,COVID-19
covid 19 parana,2020-06,PR,10,COVID-19
covid mundo,2020-06,PR,10,COVID-19
covid cascavel,2020-06,PR,9,COVID-19
londrina covid,2020-06,PR,9,COVID-19
sintomas de covid,2020-06,PR,9,COVID-19
covid 19 brasil,2020-06,PR,9,COVID-19
exame covid,2020-06,PR,8,COVID-19
covid em curitiba,2020-06,PR,8,COVID-19
covid paraná,2020-06,PR,8,COVID-19
covid 19 curitiba,2020-06,PR,8,COVID-19
covid 19,2020-07,PR,100,COVID-19
sintomas covid,2020-07,PR,55,COVID-19
curitiba covid,2020-07,PR,42,COVID-19
brasil covid,2020-07,PR,32,COVID-19
teste covid,2020-07,PR,29,COVID-19
covid vacina,2020-07,PR,24,COVID-19
parana covid,2020-07,PR,24,COVID-19
covid 19 sintomas,2020-07,PR,16,COVID-19
covid pr,2020-07,PR,15,COVID-19
exame covid,2020-07,PR,14,COVID-19
mortes covid,2020-07,PR,14,COVID-19
sintomas de covid,2020-07,PR,13,COVID-19
sintomas do covid,2020-07,PR,13,COVID-19
ivermectina covid,2020-07,PR,12,COVID-19
bolsonaro covid,2020-07,PR,11,COVID-19
covid no brasil,2020-07,PR,10,COVID-19
covid em curitiba,2020-07,PR,9,COVID-19
sintomas covid-19,2020-07,PR,9,COVID-19
teste de covid,2020-07,PR,9,COVID-19
covid londrina,2020-07,PR,9,COVID-19
covid paraná,2020-07,PR,9,COVID-19
covid mundo,2020-07,PR,9,COVID-19
covid 19 parana,2020-07,PR,8,COVID-19
curitiba covid 19,2020-07,PR,8,COVID-19
sintomas da covid,2020-07,PR,7,COVID-19
sintomas covid,2020-08,PR,100,COVID-19
covid 19,2020-08,PR,97,COVID-19
curitiba covid,2020-08,PR,58,COVID-19
covid brasil,2020-08,PR,48,COVID-19
prevenção covid-19,2020-08,PR,43,COVID-19
teste covid,2020-08,PR,36,COVID-19
vacina,2020-08,PR,35,COVID-19
covid vacina,2020-08,PR,33,COVID-19
covid parana,2020-08,PR,27,COVID-19
mortes covid,2020-08,PR,24,COVID-19
sintomas de covid,2020-08,PR,24,COVID-19
exame covid,2020-08,PR,23,COVID-19
covid hoje,2020-08,PR,23,COVID-19
covid pr,2020-08,PR,23,COVID-19
casos covid,2020-08,PR,22,COVID-19
sintomas do covid,2020-08,PR,18,COVID-19
covid no brasil,2020-08,PR,16,COVID-19
covid mundo,2020-08,PR,16,COVID-19
covid 19 sintomas,2020-08,PR,15,COVID-19
covid londrina,2020-08,PR,15,COVID-19
covid em curitiba,2020-08,PR,13,COVID-19
teste de covid,2020-08,PR,13,COVID-19
sintomas da covid,2020-08,PR,11,COVID-19
covid foz,2020-08,PR,11,COVID-19
maringa covid,2020-08,PR,11,COVID-19
covid 19,2020-09,PR,100,COVID-19
covid sintomas,2020-09,PR,97,COVID-19
curitiba covid,2020-09,PR,63,COVID-19
covid brasil,2020-09,PR,43,COVID-19
teste covid,2020-09,PR,36,COVID-19
covid vacina,2020-09,PR,34,COVID-19
parana covid,2020-09,PR,26,COVID-19
exame covid,2020-09,PR,24,COVID-19
sintomas de covid,2020-09,PR,22,COVID-19
covid pr,2020-09,PR,22,COVID-19
covid londrina,2020-09,PR,21,COVID-19
mortes covid,2020-09,PR,21,COVID-19
sintomas do covid,2020-09,PR,21,COVID-19
casos covid,2020-09,PR,20,COVID-19
sintomas covid 19,2020-09,PR,15,COVID-19
covid no brasil,2020-09,PR,15,COVID-19
covid mundo,2020-09,PR,14,COVID-19
teste de covid,2020-09,PR,12,COVID-19
covid em curitiba,2020-09,PR,12,COVID-19
covid foz,2020-09,PR,11,COVID-19
sintomas da covid,2020-09,PR,10,COVID-19
covid maringa,2020-09,PR,10,COVID-19
covid paraná,2020-09,PR,9,COVID-19
mortes covid brasil,2020-09,PR,9,COVID-19
